duration;src_bytes;dst_bytes;missed_bytes;src_ip_bytes;dst_ip_bytes;dns_qclass;dns_qtype;dns_rcode;http_request_body_len;http_response_body_len;http_status_code;icmp;tcp;udp;dce_rpc;dns;ftp;gssapi;http;smb;"smb;gssapi";ssl;OTH;REJ;RSTO;RSTOS0;RSTR;RSTRH;S0;S1;S2;S3;SF;SH;SHR;label
1.4500486832014312e-05;5.294465954885826e-08;6.377346549836942e-07;0.0;8.064236704664655e-05;3.259428153470406e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
4.3962949131127894e-06;1.696285208846915e-08;0.0;0.0;1.8704123155305855e-05;0.0;3.0516646830846227e-05;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
4.980916333910454e-08;3.983700111685937e-08;1.6582123040241085e-07;0.0;6.485118110405227e-05;1.0613975911691628e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
1.1567103513777623e-06;7.04215374581901e-08;8.789291719326554e-07;0.0;8.309536680471945e-05;4.352077364008781e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
3.590579833835234e-07;7.967400223371874e-09;2.7083282623506242e-08;0.0;9.045436607893815e-06;1.5510062946201505e-06;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5
2.919257533614328e-09;0.0;0.0;0.0;6.132499395182247e-06;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
2.724640364706706e-08;4.292115604203558e-08;7.613979454532886e-07;0.0;6.669093092260693e-05;3.8798306713184666e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
4.37995562552538e-08;0.0;0.0;0.0;6.745749334700472e-06;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8
2.7819561902751048e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
2.2455827181648674e-08;3.983700111685937e-08;1.6633223573492985e-07;0.0;6.485118110405227e-05;1.0637125259372526e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
1.695949614766419e-08;3.983700111685937e-08;1.6582123040241085e-07;0.0;6.485118110405227e-05;1.0613975911691628e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
2.573651660037716e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
5.795421265541969e-07;5.6028814474034463e-08;8.789291719326554e-07;0.0;7.450986765146431e-05;4.352077364008781e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.954726289907323e-08;0.0;0.0;0.0;1.7170998306510293e-05;6.944804304269331e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1
1.4941679676627473e-07;3.7780897833408564e-08;8.789291719326554e-07;0.0;6.362468122501581e-05;4.412265667979115e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
2.1824925370354735e-08;3.7780897833408564e-08;8.789291719326554e-07;0.0;6.362468122501581e-05;4.412265667979115e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
1.4441342460518266e-05;6.116907268266149e-08;3.112788983039401e-06;0.0;8.554836656279234e-05;0.00014832944526535247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
9.72649559895723e-06;5.5771801563603114e-08;5.253134818295173e-07;5.392210386776964e-10;5.70322443751949e-05;1.2963634701302752e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1
0.00014013685133070115;9.021153156140411e-08;0.0;0.0;7.588968001538031e-05;0.0;1.0;0.047058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
2.5022207430979954e-09;1.2336619700704837e-08;1.2264127980455655e-08;0.0;1.165174885084627e-05;8.796752118741152e-07;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1
2.3022569486709332e-08;9.509477685959978e-09;1.3541641311753121e-08;0.0;9.965311517171151e-06;9.375485810763597e-07;3.0516646830846227e-05;0.00392156862745098;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2
2.4690716648774663e-08;1.1051555148548083e-08;1.0986614649158191e-08;0.0;1.0885186426448489e-05;8.218018426718708e-07;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1
9.243246198008152e-08;0.0;0.0;0.0;9.19874909277337e-06;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
1.3906786841084637e-06;7.299166656250362e-08;4.903096165519667e-07;0.0;8.462849165351501e-05;2.5915694728765054e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.324893803717272e-07;7.967400223371874e-09;2.7083282623506242e-08;0.0;9.045436607893815e-06;1.5510062946201505e-06;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5
1.2964059136245908e-05;5.757089193662257e-08;3.112788983039401e-06;0.0;8.340199177447857e-05;0.00014832944526535247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
2.1705802553781613e-06;7.04215374581901e-08;8.789291719326554e-07;0.0;8.309536680471945e-05;4.352077364008781e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.4226440194389886e-05;8.198711842760089e-08;3.112788983039401e-06;0.0;9.79666778380364e-05;0.00014893132830505582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
3.684145780425437e-07;5.8598943578347974e-08;3.7967696206160636e-07;1.2294239681851477e-07;5.21262448590491e-05;2.1042757041936073e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1
4.253454465735426e-05;6.939348581646471e-08;0.0;0.0;6.347136874013626e-05;0.0;1.0;0.047058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
0.00013573408700070984;1.1514178387324514e-07;0.0;0.0;9.811999032291596e-05;0.0;3.0516646830846227e-05;0.047058823529411764;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
5.485637782945605e-09;0.0;4.547947459418973e-08;0.0;0.0;2.708473678665039e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5
2.692678237351493e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
2.1707299608927056e-08;3.983700111685937e-08;5.5188575912050454e-08;0.0;6.485118110405227e-05;5.602142138777261e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
2.849751401861606e-08;1.336467134243024e-08;1.3286138645493627e-08;0.0;1.6557748366992068e-05;1.2500647747684796e-06;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;8
2.1089229698879773e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
1.3065516702102804e-05;7.633283439811118e-08;3.112788983039401e-06;0.0;9.459380317068616e-05;0.00014832944526535247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.0693251038880323e-10;0.0;0.0;0.0;9.19874909277337e-06;6.944804304269331e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1
2.308822604808806e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
5.4275295874752255e-05;1.028051641725403e-07;1.3388339711997424e-07;0.0;0.00010241273989954352;8.565258641932175e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;9
3.232889517259584e-05;0.0;0.0;0.0;2.7596247278320112e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6
2.9746058009915725e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
1.6467606599875696e-09;0.0;0.0;0.0;7.358999274218696e-06;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
1.7999949473747247e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
0.00045995792827849545;9.283306324780389e-07;0.0;0.0;0.0006224486886109981;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
6.469416878522595e-09;1.4726839767716399e-07;0.0;0.0;9.643355298924084e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
1.4332527937946617e-05;7.350569238336632e-08;3.112788983039401e-06;0.0;8.493511662327412e-05;0.00014832944526535247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
2.2988564948405697e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
2.5770735003701575e-08;9.509477685959978e-09;1.3541641311753121e-08;0.0;9.965311517171151e-06;9.375485810763597e-07;3.0516646830846227e-05;0.00392156862745098;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2
3.968800123080432e-07;3.983700111685937e-08;2.49881607601784e-07;0.0;5.749218182983357e-05;1.3310874916516217e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
1.4139407824184438e-05;8.661335081536521e-08;3.112788983039401e-06;0.0;9.275405335213148e-05;0.00014832944526535247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.241625457877511e-06;8.918347991967872e-08;4.903096165519667e-07;1.8710970042116065e-07;3.3115496733984136e-05;2.5915694728765054e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
6.943127899544993e-08;0.0;0.0;0.0;9.19874909277337e-06;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
2.025301746763933e-08;4.292115604203558e-08;7.575654054593963e-07;0.0;6.669093092260693e-05;3.862468660557793e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
2.352515228553671e-09;0.0;0.0;0.0;0.0;4.629869536179554e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5
8.966616070932732e-05;5.448673701144636e-08;2.8690394394278452e-06;0.0;7.358999274218696e-05;0.0001366853233818609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1
2.110665969807315e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
6.170433579475501e-07;2.1589084476233464e-08;1.1139916248913888e-07;0.0;2.1463747883137867e-05;5.694739529500852e-06;3.0516646830846227e-05;0.00392156862745098;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4
2.250929343684308e-08;4.292115604203558e-08;7.731510681012253e-07;0.0;6.669093092260693e-05;3.9330741709845314e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6
2.3055290834888307e-06;1.3981502327465482e-07;1.3388339711997424e-07;0.0;0.00011713073844798092;8.055972992952423e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
1.0703944289919203e-08;7.967400223371874e-09;2.7083282623506242e-08;0.0;9.045436607893815e-06;1.5510062946201505e-06;3.0516646830846227e-05;0.00392156862745098;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5
4.3878258582899954e-06;1.2336619700704837e-08;0.0;0.0;2.207699782265609e-05;0.0;3.0516646830846227e-05;0.00392156862745098;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
5.3252390173624e-09;1.9018955371919957e-08;2.2995239963354356e-08;0.0;1.9930623034342302e-05;1.6899023807055372e-06;3.0516646830846227e-05;0.00392156862745098;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3
2.459447738942474e-09;0.0;0.0;0.0;1.2264998790364495e-05;5.092856489797509e-07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
5.5925702933344086e-09;0.0;5.4166565247012484e-08;0.0;0.0;3.102012589240301e-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;5
2.6859307959459596e-06;0.0;0.0;0.0;0.0007358999274218697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5
